# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 23.427083333333332
# DEC: 3.5434166666666664
# OBS_DATE: 2024-06-27 11:23:19.170000+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 165244
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
9982.366,5.41042e-01,3.24953e-02
9984.900,5.33575e-01,3.13841e-02
9987.434,5.62278e-01,3.10017e-02
9989.968,5.67985e-01,3.06179e-02
9992.501,5.50303e-01,3.08948e-02
9995.035,5.17358e-01,3.20175e-02
9997.569,5.31849e-01,3.38464e-02
10000.103,5.79443e-01,3.55936e-02
10002.636,5.61807e-01,3.67229e-02
10005.170,5.41837e-01,4.08890e-02
10007.704,5.19420e-01,5.18287e-02
10010.238,5.21976e-01,6.34322e-02
10012.772,5.42542e-01,6.80482e-02
10015.305,5.02012e-01,6.69392e-02
10017.839,5.53483e-01,6.01400e-02
10020.373,5.92677e-01,5.14909e-02
10022.907,5.79494e-01,4.92615e-02
10025.440,5.15211e-01,4.86564e-02
10027.974,5.27701e-01,4.73452e-02
10030.508,5.78200e-01,4.33922e-02
10033.042,5.84805e-01,3.80420e-02
10035.575,5.59903e-01,3.55600e-02
10038.109,5.38001e-01,3.65093e-02
10040.643,5.61607e-01,3.86754e-02
10043.177,5.73172e-01,3.95213e-02
10045.710,5.89964e-01,3.94179e-02
10048.244,5.80588e-01,3.75513e-02
10050.778,6.11479e-01,3.56874e-02
10053.312,6.17909e-01,3.64675e-02
10055.845,5.53441e-01,4.01315e-02
10058.379,5.15554e-01,4.41419e-02
10060.913,5.38009e-01,4.65934e-02
10063.447,5.56374e-01,4.74855e-02
10065.981,4.79753e-01,4.53610e-02
10068.514,4.74967e-01,4.32265e-02
10071.048,5.27687e-01,4.24192e-02
10073.582,5.02642e-01,4.17766e-02
10076.116,5.02096e-01,4.66014e-02
10078.649,5.71442e-01,5.63129e-02
10081.183,4.97347e-01,6.18768e-02
10083.717,5.33119e-01,6.36317e-02
10086.251,5.98151e-01,6.03204e-02
10088.784,5.88858e-01,5.04561e-02
10091.318,5.25191e-01,4.18596e-02
10093.852,5.09800e-01,3.92569e-02
10096.386,5.35210e-01,4.11448e-02
10098.919,5.66026e-01,4.61181e-02
10101.453,5.73319e-01,5.04876e-02
10103.987,5.67298e-01,5.22719e-02
10106.521,5.72964e-01,5.14777e-02
10109.055,5.86238e-01,4.74465e-02
10111.588,5.67758e-01,4.24553e-02
10114.122,5.39729e-01,4.09084e-02
10116.656,5.61606e-01,4.65201e-02
10119.190,6.25630e-01,5.96137e-02
10121.723,5.47423e-01,7.04627e-02
10124.257,4.88118e-01,7.44560e-02
10126.791,5.29792e-01,7.31596e-02
10129.325,5.15637e-01,6.37977e-02
10131.858,5.35056e-01,5.22895e-02
10134.392,5.49610e-01,4.62805e-02
10136.926,4.98086e-01,4.41385e-02
10139.460,5.26473e-01,4.49033e-02
10141.993,5.92268e-01,4.70441e-02
10144.527,6.04997e-01,4.90620e-02
10147.061,5.63608e-01,5.25539e-02
10149.595,5.45211e-01,5.74344e-02
10152.128,5.24832e-01,6.08307e-02
10154.662,4.91043e-01,6.17594e-02
10157.196,5.41984e-01,6.07936e-02
10159.730,5.81929e-01,5.81233e-02
10162.264,5.89095e-01,5.69645e-02
10164.797,5.42386e-01,6.17154e-02
10167.331,5.25558e-01,7.34497e-02
10169.865,5.71745e-01,8.40064e-02
10172.399,5.45687e-01,8.70763e-02
10174.932,6.07289e-01,8.50725e-02
10177.466,6.15555e-01,7.57791e-02
10180.000,5.81375e-01,6.50466e-02
10182.534,6.32883e-01,6.38659e-02
10185.067,6.21385e-01,6.92445e-02
10187.601,6.46149e-01,7.53933e-02
10190.135,6.37834e-01,7.69007e-02
10192.669,5.56478e-01,7.43412e-02
10195.202,5.37545e-01,6.89400e-02
10197.736,5.21943e-01,6.38564e-02
10200.270,5.41354e-01,6.52413e-02
10202.804,5.52035e-01,7.05164e-02
10205.338,5.24000e-01,8.07744e-02
10207.871,5.55949e-01,9.08076e-02
10210.405,5.60810e-01,9.34990e-02
10212.939,5.07359e-01,9.17453e-02
10215.473,5.97835e-01,8.38190e-02
10218.006,5.97386e-01,7.23387e-02
10220.540,5.53499e-01,7.08638e-02
10223.074,5.47772e-01,7.76858e-02
10225.608,5.18747e-01,8.32261e-02
10228.141,5.80190e-01,8.63286e-02
10230.675,5.72031e-01,8.36445e-02
10233.209,5.09750e-01,7.54127e-02
10235.743,4.70215e-01,6.72545e-02
10238.276,4.53458e-01,6.04935e-02
10240.810,4.88766e-01,5.73876e-02
10243.344,5.03395e-01,5.64712e-02
10245.878,5.61313e-01,5.69235e-02
10248.412,5.58852e-01,5.68526e-02
10250.945,5.72456e-01,5.72173e-02
10253.479,5.99458e-01,5.83566e-02
10256.013,5.41770e-01,5.77637e-02
10258.547,5.34138e-01,5.97174e-02
10261.080,5.29811e-01,6.19529e-02
10263.614,5.10244e-01,6.22574e-02
10266.148,4.91868e-01,6.59440e-02
10268.682,5.32217e-01,7.13154e-02
10271.215,5.24240e-01,7.37393e-02
10273.749,4.67609e-01,7.42086e-02
10276.283,4.94233e-01,7.72102e-02
10278.817,5.03645e-01,8.87394e-02
10281.350,3.98388e-01,1.17227e-01
10283.884,5.34486e-01,1.47309e-01
10286.418,4.92363e-01,1.62048e-01
10288.952,4.81969e-01,1.65747e-01
10291.485,6.07812e-01,1.56254e-01
10294.019,5.80250e-01,1.36434e-01
